persona;producto;cantidad;esDevolucion
Alice;Camiseta;5;Falso
Alice;Zapatos;14;Falso
Hector;Pantalones;17;Falso
Alice;Chaqueta;26;Falso
Diana;Gorra;34;Falso
Bob;Calcetines;11;Falso
Diana;Sombrero;47;Falso
Jack;Bufanda;31;Falso
Hector;Calcetines;26;Falso
Bob;Chaqueta;45;Falso
Diana;Gorra;50;Falso
Hector;Camiseta;31;Falso
Irene;Zapatos;16;Falso
Diana;Camiseta;16;Falso
Hector;Camiseta;30;Falso
Eve;Sombrero;6;Cierto
Eve;Pantalones;37;Cierto
Charlie;Camiseta;29;Falso
Frank;Gorra;29;Falso
Frank;Zapatos;31;Falso
Jack;Gorra;30;Falso
Diana;Sombrero;39;Falso
Alice;Calcetines;25;Falso
Diana;Gorra;38;Falso
Grace;Pantalones;45;Falso
Jack;Gorra;8;Cierto
Jack;Zapatos;38;Falso
Diana;Calcetines;45;Falso
Grace;Bufanda;44;Falso
Diana;Bufanda;18;Falso
Alice;Sombrero;49;Falso
Diana;Gorra;28;Falso
Hector;Camiseta;33;Falso
Charlie;Gorra;15;Cierto
Hector;Camiseta;44;Falso
Jack;Sombrero;50;Cierto
Jack;Gorra;48;Falso
Bob;Sombrero;40;Falso
Bob;Pantalones;16;Falso
Jack;Gorra;36;Cierto
Frank;Calcetines;20;Falso
Bob;Gorra;39;Falso
Diana;Zapatos;47;Falso
Diana;Calcetines;16;Falso
Jack;Gorra;32;Falso
Frank;Zapatos;13;Falso
Eve;Calcetines;39;Falso
Alice;Chaqueta;33;Falso
Jack;Zapatos;39;Cierto
Bob;Camiseta;12;Falso
Frank;Calcetines;50;Cierto
Grace;Sombrero;44;Falso
Bob;Bufanda;9;Falso
Alice;Chaqueta;34;Falso
Eve;Calcetines;26;Falso
Alice;Bufanda;27;Falso
Frank;Zapatos;19;Falso
Charlie;Bufanda;17;Falso
Frank;Zapatos;37;Falso
Hector;Camiseta;39;Falso
Grace;Camiseta;49;Falso
Hector;Bufanda;47;Falso
Alice;Gorra;47;Falso
Frank;Chaqueta;11;Falso
Diana;Pantalones;6;Falso
Bob;Chaqueta;19;Falso
Frank;Calcetines;32;Falso
Jack;Bufanda;42;Falso
Irene;Zapatos;5;Cierto
Bob;Sombrero;44;Falso
Diana;Zapatos;28;Falso
Grace;Sombrero;7;Falso
Bob;Bufanda;14;Falso
Frank;Zapatos;39;Falso
Irene;Bufanda;42;Falso
Irene;Sombrero;24;Falso
Frank;Camiseta;32;Falso
Alice;Pantalones;21;Falso
Irene;Chaqueta;28;Falso
Hector;Bufanda;16;Falso
Alice;Chaqueta;25;Falso
Jack;Gorra;41;Falso
Frank;Pantalones;12;Falso
Irene;Pantalones;43;Falso
Grace;Zapatos;16;Cierto
Irene;Camiseta;42;Falso
Bob;Bufanda;24;Cierto
Charlie;Gorra;22;Falso
Alice;Pantalones;42;Falso
Charlie;Gorra;18;Falso
Charlie;Gorra;41;Falso
Irene;Zapatos;8;Falso
Hector;Camiseta;12;Falso
Bob;Pantalones;40;Falso
Irene;Bufanda;38;Falso
Bob;Chaqueta;20;Falso
Grace;Bufanda;33;Falso
Eve;Gorra;16;Cierto
Diana;Sombrero;7;Falso
Grace;Gorra;48;Falso
Charlie;Chaqueta;9;Falso
Eve;Camiseta;25;Falso
Jack;Sombrero;23;Falso
Bob;Calcetines;36;Falso
Eve;Calcetines;20;Cierto
Irene;Camiseta;41;Falso
Bob;Camiseta;31;Falso
Jack;Pantalones;17;Falso
Grace;Calcetines;18;Cierto
Eve;Bufanda;45;Falso
Jack;Pantalones;44;Falso
Eve;Bufanda;8;Falso
Bob;Pantalones;26;Falso
Grace;Zapatos;33;Cierto
Grace;Calcetines;9;Falso
Eve;Calcetines;47;Falso
Alice;Gorra;17;Falso
Frank;Camiseta;44;Falso
Hector;Camiseta;9;Falso
Alice;Camiseta;24;Cierto
Charlie;Sombrero;37;Falso
Alice;Camiseta;42;Cierto
Frank;Gorra;23;Falso
Irene;Bufanda;35;Falso
Grace;Chaqueta;19;Falso
Bob;Calcetines;49;Falso
Jack;Calcetines;44;Falso
Hector;Pantalones;33;Falso
Charlie;Gorra;30;Falso
Irene;Calcetines;47;Falso
Jack;Sombrero;30;Falso
Bob;Bufanda;19;Cierto
Irene;Gorra;5;Falso
Jack;Camiseta;36;Falso
Jack;Bufanda;31;Falso
Irene;Pantalones;14;Falso
Hector;Zapatos;5;Falso
Eve;Pantalones;9;Falso
Bob;Sombrero;21;Falso
Alice;Bufanda;17;Falso
Hector;Calcetines;48;Falso
Bob;Camiseta;11;Falso
Grace;Chaqueta;33;Cierto
Diana;Pantalones;31;Falso
Irene;Zapatos;35;Falso
Alice;Gorra;49;Falso
Alice;Chaqueta;46;Falso
Charlie;Chaqueta;12;Falso
Charlie;Camiseta;38;Falso
Frank;Gorra;14;Cierto
Alice;Calcetines;19;Falso
Frank;Zapatos;49;Falso
Frank;Pantalones;49;Falso
Frank;Zapatos;8;Falso
Irene;Zapatos;23;Cierto
Hector;Chaqueta;9;Falso
Irene;Bufanda;12;Falso
Hector;Sombrero;25;Falso
Jack;Gorra;50;Falso
Eve;Chaqueta;5;Falso
Alice;Calcetines;26;Falso
Grace;Sombrero;40;Falso
Eve;Calcetines;48;Cierto
Irene;Bufanda;28;Falso
Diana;Bufanda;40;Falso
Diana;Gorra;24;Falso
Jack;Zapatos;40;Falso
Frank;Gorra;20;Falso
Jack;Gorra;40;Falso
Eve;Chaqueta;20;Falso
Irene;Gorra;50;Falso
Eve;Camiseta;20;Falso
Hector;Gorra;21;Cierto
Charlie;Zapatos;39;Falso
Bob;Bufanda;49;Falso
Irene;Gorra;13;Falso
Diana;Zapatos;17;Cierto
Charlie;Bufanda;40;Falso
Eve;Bufanda;14;Falso
Frank;Bufanda;46;Falso
Grace;Calcetines;26;Falso
Hector;Gorra;45;Falso
Frank;Sombrero;20;Falso
Eve;Chaqueta;31;Falso
Bob;Zapatos;12;Falso
Diana;Gorra;45;Cierto
Frank;Calcetines;33;Falso
Grace;Zapatos;10;Cierto
Bob;Sombrero;37;Falso
Eve;Sombrero;13;Falso
Jack;Chaqueta;29;Falso
Charlie;Gorra;35;Falso
Irene;Gorra;6;Falso
Bob;Pantalones;17;Falso
Eve;Zapatos;5;Falso
Jack;Bufanda;30;Falso
Hector;Zapatos;21;Falso
Jack;Bufanda;45;Falso
Charlie;Calcetines;28;Falso
Alice;Chaqueta;41;Falso
Frank;Zapatos;33;Cierto
Hector;Bufanda;28;Falso
Frank;Camiseta;7;Cierto
Alice;Zapatos;20;Falso
Frank;Bufanda;13;Falso
Hector;Bufanda;32;Falso
Eve;Zapatos;13;Falso
Bob;Camiseta;37;Falso
Irene;Gorra;19;Falso
Grace;Gorra;18;Falso
Hector;Bufanda;7;Falso
Frank;Bufanda;47;Falso
Diana;Pantalones;21;Cierto
Frank;Sombrero;17;Falso
Grace;Camiseta;5;Falso
Alice;Sombrero;9;Falso
Frank;Calcetines;12;Falso
Alice;Zapatos;40;Falso
Hector;Bufanda;40;Falso
Bob;Sombrero;6;Falso
Hector;Zapatos;50;Falso
Hector;Calcetines;5;Cierto
Grace;Calcetines;27;Falso
Diana;Camiseta;26;Falso
Alice;Sombrero;43;Cierto
Diana;Bufanda;39;Falso
Eve;Camiseta;27;Falso
Diana;Pantalones;31;Cierto
Charlie;Calcetines;35;Falso
Bob;Bufanda;23;Falso
Grace;Bufanda;38;Falso
Alice;Bufanda;25;Falso
Frank;Chaqueta;42;Falso
Irene;Pantalones;35;Falso
Grace;Chaqueta;12;Falso
Charlie;Calcetines;5;Falso
Grace;Chaqueta;35;Cierto
Frank;Calcetines;8;Falso
Alice;Bufanda;24;Cierto
Grace;Zapatos;46;Falso
Alice;Camiseta;47;Falso
Charlie;Pantalones;24;Falso
Charlie;Sombrero;12;Falso
Eve;Sombrero;19;Falso
Hector;Zapatos;31;Falso
Bob;Bufanda;9;Falso
Alice;Camiseta;28;Falso
Bob;Zapatos;31;Falso
Grace;Gorra;31;Falso
Diana;Camiseta;26;Falso
Alice;Pantalones;42;Falso
Frank;Bufanda;6;Falso
Alice;Calcetines;20;Falso
Grace;Gorra;7;Cierto
Diana;Sombrero;26;Falso
Hector;Gorra;12;Falso
Jack;Bufanda;50;Falso
Grace;Camiseta;28;Cierto
Jack;Pantalones;33;Falso
Frank;Sombrero;43;Falso
Grace;Sombrero;5;Falso
Bob;Calcetines;29;Cierto
Charlie;Chaqueta;13;Falso
Diana;Zapatos;5;Falso
Hector;Bufanda;45;Falso
Grace;Pantalones;45;Falso
Alice;Camiseta;49;Falso
Bob;Sombrero;20;Falso
Diana;Zapatos;13;Cierto
Alice;Bufanda;48;Falso
Jack;Calcetines;20;Falso
Jack;Gorra;16;Falso
Alice;Bufanda;9;Falso
Irene;Gorra;33;Cierto
Grace;Gorra;15;Falso
Irene;Sombrero;50;Falso
Bob;Pantalones;24;Cierto
Hector;Zapatos;40;Falso
Hector;Pantalones;5;Falso
Grace;Bufanda;14;Cierto
Eve;Zapatos;31;Falso
Alice;Bufanda;39;Falso
Bob;Pantalones;23;Falso
Eve;Pantalones;25;Falso
Charlie;Chaqueta;40;Falso
Jack;Camiseta;34;Falso
Grace;Pantalones;41;Falso
Bob;Zapatos;47;Falso
Irene;Gorra;36;Falso
Hector;Pantalones;24;Falso
Alice;Pantalones;34;Falso
Charlie;Pantalones;18;Falso
Grace;Sombrero;15;Falso
Diana;Pantalones;27;Falso
Diana;Camiseta;13;Falso
Irene;Gorra;31;Falso
Hector;Bufanda;40;Cierto
Diana;Chaqueta;48;Falso
Alice;Sombrero;47;Falso
Eve;Calcetines;16;Falso
Bob;Chaqueta;36;Falso
Irene;Gorra;50;Falso
Charlie;Gorra;9;Falso
Bob;Chaqueta;40;Falso
Hector;Chaqueta;39;Falso
Jack;Calcetines;33;Falso
Alice;Gorra;5;Falso
Irene;Zapatos;30;Falso
Hector;Zapatos;14;Cierto
Irene;Pantalones;32;Falso
Hector;Camiseta;33;Falso
Jack;Sombrero;49;Falso
Alice;Chaqueta;24;Falso
Bob;Sombrero;34;Cierto
Jack;Sombrero;30;Falso
Hector;Calcetines;38;Falso
Eve;Zapatos;17;Falso
Irene;Calcetines;42;Falso
Irene;Zapatos;25;Falso
Frank;Gorra;8;Falso
Diana;Chaqueta;45;Falso
Alice;Zapatos;27;Falso
Grace;Zapatos;21;Falso
Charlie;Pantalones;30;Falso
Hector;Chaqueta;10;Falso
Irene;Pantalones;37;Falso
Charlie;Pantalones;21;Falso
Grace;Camiseta;26;Falso
Eve;Bufanda;45;Falso
Grace;Camiseta;9;Cierto
Alice;Chaqueta;31;Falso
Bob;Chaqueta;25;Falso
Jack;Camiseta;8;Cierto
Frank;Sombrero;8;Cierto
Hector;Calcetines;13;Falso
Eve;Zapatos;30;Falso
Charlie;Chaqueta;26;Falso
Charlie;Calcetines;24;Falso
Jack;Bufanda;5;Cierto
Hector;Zapatos;16;Falso
Irene;Zapatos;10;Falso
Irene;Calcetines;30;Falso
Diana;Calcetines;12;Falso
Alice;Pantalones;45;Falso
Eve;Chaqueta;39;Falso
Frank;Calcetines;24;Falso
Eve;Bufanda;48;Falso
Grace;Camiseta;33;Falso
Jack;Zapatos;8;Falso
Grace;Bufanda;5;Falso
Eve;Bufanda;6;Falso
Alice;Pantalones;43;Falso
Frank;Calcetines;14;Falso
Charlie;Camiseta;40;Falso
Irene;Gorra;50;Falso
Eve;Sombrero;28;Falso
Eve;Chaqueta;24;Cierto
Charlie;Camiseta;23;Falso
Eve;Calcetines;11;Falso
Frank;Camiseta;7;Cierto
Alice;Chaqueta;39;Cierto
Diana;Sombrero;8;Falso
Diana;Pantalones;50;Falso
Frank;Chaqueta;6;Falso
Frank;Calcetines;37;Falso
Bob;Sombrero;50;Falso
Charlie;Pantalones;18;Falso
Jack;Gorra;13;Falso
Alice;Sombrero;40;Falso
Frank;Camiseta;49;Falso
Bob;Sombrero;42;Falso
Hector;Chaqueta;10;Falso
Bob;Chaqueta;25;Falso
Bob;Pantalones;47;Falso
Charlie;Gorra;9;Falso
Alice;Chaqueta;35;Cierto
Diana;Calcetines;7;Cierto
Frank;Bufanda;9;Falso
Alice;Sombrero;27;Falso
Alice;Chaqueta;8;Falso
Jack;Bufanda;37;Falso
Irene;Bufanda;33;Falso
Grace;Camiseta;15;Falso
Eve;Bufanda;40;Falso
Charlie;Chaqueta;5;Falso
Irene;Camiseta;45;Falso
Grace;Pantalones;10;Cierto
Grace;Gorra;10;Cierto
Eve;Chaqueta;24;Falso
Irene;Camiseta;11;Falso
Diana;Gorra;49;Falso
Grace;Calcetines;30;Falso
Hector;Chaqueta;48;Cierto
Alice;Calcetines;14;Falso
Eve;Sombrero;16;Cierto
Eve;Pantalones;32;Falso
Hector;Calcetines;45;Falso
Grace;Chaqueta;46;Falso
Jack;Camiseta;32;Falso
Jack;Gorra;48;Falso
Diana;Chaqueta;25;Cierto
Bob;Zapatos;30;Cierto
Irene;Bufanda;34;Cierto
Hector;Chaqueta;31;Falso
Frank;Sombrero;48;Cierto
Charlie;Sombrero;18;Cierto
Jack;Camiseta;47;Falso
Grace;Calcetines;22;Falso
Alice;Camiseta;10;Falso
Jack;Chaqueta;48;Falso
Eve;Gorra;8;Falso
Irene;Sombrero;36;Falso
Frank;Chaqueta;23;Falso
Grace;Pantalones;50;Falso
Bob;Bufanda;41;Falso
Alice;Bufanda;33;Falso
Charlie;Pantalones;39;Cierto
Grace;Chaqueta;42;Falso
Alice;Zapatos;39;Falso
Charlie;Sombrero;21;Falso
Eve;Pantalones;43;Cierto
Irene;Camiseta;33;Falso
Hector;Sombrero;24;Cierto
Hector;Bufanda;45;Falso
Irene;Sombrero;48;Falso
Charlie;Chaqueta;42;Falso
Grace;Chaqueta;26;Falso
Charlie;Gorra;11;Cierto
Charlie;Sombrero;9;Falso
Eve;Calcetines;27;Cierto
Eve;Pantalones;14;Falso
Grace;Bufanda;27;Falso
Irene;Bufanda;20;Falso
Diana;Camiseta;38;Falso
Charlie;Zapatos;48;Falso
Hector;Calcetines;39;Falso
Charlie;Calcetines;8;Falso
Bob;Chaqueta;9;Falso
Diana;Bufanda;27;Falso
Alice;Pantalones;50;Falso
Hector;Pantalones;25;Falso
Charlie;Pantalones;30;Falso
Irene;Calcetines;17;Cierto
Diana;Gorra;40;Falso
Jack;Calcetines;37;Falso
Charlie;Calcetines;26;Falso
Alice;Gorra;34;Cierto
Diana;Zapatos;33;Cierto
Grace;Chaqueta;9;Falso
Bob;Pantalones;19;Falso
Eve;Calcetines;47;Falso
Grace;Pantalones;43;Falso
Diana;Pantalones;34;Falso
Grace;Camiseta;32;Falso
Irene;Pantalones;47;Cierto
Grace;Zapatos;18;Cierto
Eve;Camiseta;22;Falso
Grace;Gorra;48;Falso
Charlie;Chaqueta;24;Falso
Diana;Chaqueta;20;Falso
Charlie;Calcetines;11;Falso
Hector;Chaqueta;38;Falso
Grace;Zapatos;14;Falso
Hector;Chaqueta;33;Cierto
Irene;Bufanda;17;Falso
Frank;Camiseta;32;Cierto
Diana;Sombrero;14;Falso
Bob;Pantalones;32;Falso
Eve;Bufanda;38;Cierto
Hector;Chaqueta;43;Falso
Jack;Camiseta;36;Falso
Alice;Gorra;26;Cierto
Alice;Chaqueta;20;Falso
Hector;Bufanda;47;Falso
Jack;Calcetines;7;Falso
Grace;Camiseta;42;Falso
Frank;Camiseta;15;Falso
Bob;Gorra;28;Falso
Irene;Pantalones;10;Falso
Jack;Zapatos;49;Falso
Eve;Camiseta;20;Cierto
Diana;Gorra;10;Falso
Charlie;Gorra;38;Falso
Charlie;Camiseta;30;Falso
Charlie;Zapatos;20;Falso
Bob;Sombrero;46;Falso
Jack;Calcetines;19;Falso
Irene;Calcetines;30;Falso
Irene;Zapatos;39;Falso
Hector;Chaqueta;30;Falso
Irene;Bufanda;38;Falso
Grace;Pantalones;44;Falso
Alice;Sombrero;37;Falso
Frank;Pantalones;29;Falso
Hector;Pantalones;48;Cierto
Frank;Sombrero;48;Falso
Frank;Calcetines;19;Falso
Hector;Camiseta;39;Falso
Frank;Gorra;24;Falso
Eve;Sombrero;6;Falso
Eve;Calcetines;5;Falso
Diana;Bufanda;15;Falso
Hector;Pantalones;38;Falso
Grace;Gorra;15;Falso
Jack;Gorra;48;Falso
Alice;Chaqueta;34;Falso
Diana;Camiseta;11;Cierto
Eve;Sombrero;6;Falso
Grace;Gorra;44;Cierto
Alice;Calcetines;43;Falso
Charlie;Zapatos;29;Falso
Charlie;Zapatos;37;Falso
Alice;Gorra;45;Falso
Grace;Zapatos;50;Falso
Hector;Calcetines;8;Cierto
Charlie;Camiseta;33;Falso
Frank;Pantalones;32;Falso
Alice;Pantalones;39;Falso
Alice;Bufanda;47;Falso
Hector;Chaqueta;29;Falso
Bob;Camiseta;38;Falso
Irene;Calcetines;35;Cierto
Frank;Chaqueta;35;Falso
Frank;Bufanda;49;Falso
Jack;Chaqueta;38;Falso
Eve;Calcetines;41;Falso
Charlie;Zapatos;47;Falso
Jack;Bufanda;11;Falso
Alice;Calcetines;40;Falso
Jack;Chaqueta;42;Falso
Grace;Pantalones;28;Cierto
Bob;Chaqueta;47;Falso
Charlie;Zapatos;14;Falso
Alice;Sombrero;24;Falso
Frank;Pantalones;28;Falso
Charlie;Pantalones;27;Falso
Bob;Bufanda;24;Falso
Irene;Gorra;22;Falso
Bob;Sombrero;6;Falso
Diana;Gorra;48;Falso
Irene;Sombrero;30;Falso
Grace;Calcetines;15;Falso
Bob;Camiseta;21;Falso
Alice;Pantalones;30;Falso
Alice;Bufanda;19;Cierto
Bob;Sombrero;18;Falso
Frank;Sombrero;20;Falso
Irene;Pantalones;14;Falso
Diana;Calcetines;40;Falso
Charlie;Camiseta;13;Falso
Charlie;Zapatos;29;Falso
Hector;Bufanda;9;Falso
Diana;Chaqueta;49;Falso
Grace;Chaqueta;15;Falso
Eve;Gorra;14;Falso
Alice;Pantalones;47;Falso
Eve;Bufanda;43;Cierto
Hector;Bufanda;25;Falso
Eve;Calcetines;39;Falso
Grace;Calcetines;20;Falso
Charlie;Bufanda;50;Falso
Eve;Pantalones;42;Cierto
Jack;Camiseta;16;Cierto
Bob;Bufanda;28;Falso
Eve;Chaqueta;42;Cierto
Frank;Bufanda;23;Falso
Grace;Calcetines;15;Falso
Bob;Bufanda;28;Falso
Jack;Chaqueta;34;Falso
Grace;Pantalones;41;Falso
Hector;Sombrero;27;Falso
Diana;Sombrero;43;Falso
Frank;Bufanda;35;Falso
Bob;Chaqueta;33;Falso
Irene;Calcetines;34;Cierto
Hector;Calcetines;16;Falso
Frank;Bufanda;18;Falso
Grace;Bufanda;45;Falso
Eve;Sombrero;19;Falso
Hector;Zapatos;6;Falso
Jack;Bufanda;48;Falso
Alice;Sombrero;40;Falso
Grace;Gorra;30;Falso
Charlie;Bufanda;16;Falso
Charlie;Calcetines;47;Falso
Hector;Bufanda;30;Falso
Eve;Sombrero;37;Falso
Diana;Zapatos;15;Falso
Eve;Bufanda;25;Falso
Hector;Sombrero;45;Falso
Hector;Sombrero;5;Falso
Grace;Chaqueta;37;Falso
Jack;Calcetines;10;Falso
Diana;Bufanda;45;Falso
Alice;Sombrero;40;Falso
Bob;Gorra;7;Cierto
Jack;Pantalones;14;Falso
Hector;Chaqueta;43;Falso
Irene;Calcetines;48;Cierto
Grace;Calcetines;10;Falso
Hector;Pantalones;44;Falso
Irene;Pantalones;43;Falso
Grace;Camiseta;8;Falso
Hector;Zapatos;23;Falso
Frank;Sombrero;42;Falso
Jack;Pantalones;43;Falso
Jack;Chaqueta;12;Falso
Irene;Camiseta;30;Falso
Alice;Calcetines;30;Falso
Hector;Gorra;22;Falso
Frank;Camiseta;23;Falso
Hector;Camiseta;50;Falso
Diana;Calcetines;44;Falso
Charlie;Calcetines;25;Falso
Grace;Pantalones;37;Falso
Jack;Gorra;40;Falso
Eve;Zapatos;9;Falso
Eve;Chaqueta;24;Cierto
Bob;Bufanda;21;Falso
Grace;Gorra;49;Falso
Diana;Sombrero;43;Falso
Irene;Gorra;14;Falso
Bob;Chaqueta;12;Cierto
Diana;Chaqueta;10;Falso
Eve;Pantalones;37;Falso
Eve;Sombrero;19;Falso
Hector;Bufanda;31;Falso
Eve;Chaqueta;47;Falso
Irene;Sombrero;34;Falso
Alice;Camiseta;47;Falso
Irene;Zapatos;35;Cierto
Jack;Pantalones;44;Falso
Hector;Chaqueta;11;Falso
Eve;Bufanda;18;Cierto
Diana;Chaqueta;41;Falso
Bob;Chaqueta;50;Cierto
Eve;Zapatos;24;Falso
Alice;Calcetines;42;Falso
Irene;Pantalones;45;Falso
Jack;Pantalones;31;Falso
Jack;Sombrero;26;Falso
Frank;Zapatos;43;Cierto
Alice;Bufanda;28;Falso
Eve;Gorra;24;Falso
Frank;Calcetines;44;Falso
Bob;Chaqueta;5;Cierto
Grace;Chaqueta;25;Falso
Grace;Pantalones;21;Falso
Charlie;Pantalones;37;Falso
Alice;Sombrero;20;Falso
Bob;Chaqueta;38;Falso
Grace;Zapatos;5;Falso
Diana;Chaqueta;36;Falso
Charlie;Calcetines;46;Falso
Frank;Pantalones;22;Falso
Alice;Sombrero;12;Cierto
Eve;Chaqueta;13;Falso
Frank;Camiseta;14;Falso
Hector;Sombrero;12;Falso
Alice;Zapatos;35;Cierto
Diana;Pantalones;12;Falso
Grace;Sombrero;50;Falso
Eve;Chaqueta;12;Falso
Frank;Zapatos;9;Cierto
Charlie;Camiseta;43;Falso
Frank;Pantalones;27;Falso
Hector;Chaqueta;48;Falso
Bob;Gorra;11;Falso
Grace;Camiseta;32;Falso
Jack;Pantalones;46;Falso
Diana;Chaqueta;5;Falso
Charlie;Zapatos;28;Falso
Diana;Camiseta;29;Falso
Charlie;Chaqueta;18;Falso
Jack;Camiseta;49;Falso
Hector;Sombrero;34;Falso
Charlie;Zapatos;39;Falso
Charlie;Zapatos;33;Falso
Bob;Sombrero;18;Falso
Bob;Camiseta;42;Falso
Frank;Calcetines;10;Falso
Irene;Bufanda;27;Cierto
Irene;Pantalones;32;Falso
Charlie;Camiseta;50;Falso
Diana;Zapatos;13;Falso
Diana;Chaqueta;21;Falso
Alice;Gorra;11;Cierto
Diana;Calcetines;43;Cierto
Hector;Bufanda;7;Falso
Frank;Calcetines;37;Falso
Grace;Gorra;9;Cierto
Bob;Gorra;33;Falso
Eve;Camiseta;49;Cierto
Diana;Calcetines;42;Falso
Frank;Sombrero;36;Falso
Eve;Camiseta;45;Falso
Eve;Gorra;47;Cierto
Charlie;Bufanda;25;Falso
Hector;Gorra;14;Falso
Bob;Pantalones;14;Falso
Jack;Camiseta;40;Falso
Alice;Zapatos;26;Falso
Alice;Camiseta;14;Falso
Eve;Sombrero;5;Falso
Alice;Camiseta;41;Falso
Diana;Zapatos;44;Falso
Hector;Calcetines;11;Cierto
Frank;Gorra;12;Falso
Charlie;Calcetines;35;Falso
Diana;Bufanda;15;Falso
Alice;Pantalones;24;Falso
Irene;Gorra;14;Falso
Hector;Bufanda;10;Falso
Diana;Zapatos;50;Falso
Diana;Sombrero;13;Falso
Alice;Pantalones;48;Falso
Frank;Bufanda;29;Falso
Charlie;Camiseta;49;Cierto
Alice;Sombrero;42;Falso
Frank;Sombrero;36;Falso
Frank;Gorra;19;Falso
Hector;Zapatos;20;Falso
Bob;Pantalones;26;Falso
Grace;Bufanda;11;Falso
Jack;Bufanda;8;Falso
Diana;Calcetines;45;Cierto
Charlie;Bufanda;18;Falso
Charlie;Chaqueta;25;Falso
Frank;Bufanda;36;Falso
Irene;Sombrero;16;Falso
Jack;Bufanda;9;Falso
Alice;Bufanda;40;Falso
Frank;Pantalones;14;Cierto
Eve;Gorra;7;Falso
Irene;Zapatos;21;Falso
Hector;Camiseta;12;Falso
Hector;Gorra;49;Falso
Hector;Zapatos;39;Falso
Charlie;Gorra;44;Cierto
Diana;Chaqueta;41;Falso
Bob;Zapatos;30;Falso
Diana;Gorra;28;Falso
Grace;Zapatos;11;Falso
Diana;Gorra;36;Falso
Alice;Gorra;27;Falso
Jack;Bufanda;18;Falso
Bob;Gorra;36;Falso
Irene;Gorra;27;Falso
Hector;Gorra;19;Falso
Hector;Bufanda;45;Falso
Eve;Gorra;8;Falso
Alice;Calcetines;45;Falso
Irene;Bufanda;6;Falso
Jack;Sombrero;26;Falso
Alice;Calcetines;6;Falso
Bob;Chaqueta;39;Falso
Bob;Calcetines;17;Falso
Charlie;Pantalones;46;Falso
Frank;Zapatos;39;Falso
Charlie;Pantalones;16;Falso
Irene;Camiseta;18;Falso
Grace;Camiseta;7;Falso
Charlie;Pantalones;34;Falso
Eve;Chaqueta;10;Falso
Frank;Gorra;49;Falso
Jack;Sombrero;19;Cierto
Diana;Zapatos;17;Falso
Alice;Calcetines;44;Falso
Hector;Pantalones;14;Falso
Grace;Zapatos;10;Falso
Irene;Chaqueta;29;Falso
Jack;Gorra;10;Falso
Irene;Chaqueta;25;Falso
Diana;Pantalones;40;Cierto
Eve;Camiseta;10;Falso
Hector;Bufanda;13;Falso
Grace;Zapatos;46;Falso
Diana;Bufanda;11;Falso
Alice;Sombrero;29;Falso
Irene;Camiseta;5;Cierto
Hector;Camiseta;21;Cierto
Alice;Calcetines;8;Falso
Alice;Pantalones;35;Falso
Grace;Zapatos;44;Falso
Eve;Gorra;13;Falso
Frank;Chaqueta;28;Falso
Irene;Camiseta;30;Falso
Alice;Sombrero;22;Falso
Grace;Calcetines;16;Falso
Jack;Pantalones;49;Falso
Irene;Calcetines;28;Falso
Charlie;Camiseta;18;Falso
Frank;Calcetines;34;Falso
Jack;Camiseta;35;Falso
Irene;Zapatos;18;Falso
Eve;Pantalones;32;Falso
Hector;Gorra;10;Falso
Alice;Zapatos;20;Falso
Diana;Pantalones;36;Cierto
Bob;Zapatos;9;Falso
Grace;Chaqueta;7;Falso
Jack;Bufanda;39;Falso
Irene;Zapatos;48;Falso
Irene;Sombrero;12;Falso
Jack;Camiseta;39;Falso
Charlie;Chaqueta;32;Falso
Frank;Calcetines;39;Cierto
Diana;Sombrero;48;Cierto
Charlie;Gorra;40;Falso
Irene;Pantalones;28;Falso
Charlie;Sombrero;44;Falso
Diana;Camiseta;20;Falso
Alice;Gorra;37;Falso
Alice;Pantalones;29;Falso
Eve;Zapatos;48;Falso
Hector;Bufanda;16;Falso
Frank;Gorra;20;Cierto
Bob;Camiseta;38;Falso
Bob;Camiseta;42;Falso
Charlie;Camiseta;47;Falso
Grace;Chaqueta;28;Falso
Frank;Camiseta;39;Falso
Irene;Pantalones;32;Falso
Frank;Sombrero;48;Falso
Charlie;Chaqueta;35;Falso
Frank;Chaqueta;30;Falso
Eve;Sombrero;11;Falso
Jack;Chaqueta;18;Falso
Hector;Calcetines;25;Falso
Jack;Gorra;48;Falso
Jack;Bufanda;15;Falso
Jack;Zapatos;14;Falso
Bob;Sombrero;47;Falso
Hector;Bufanda;27;Falso
Eve;Pantalones;35;Falso
Alice;Zapatos;35;Cierto
Hector;Calcetines;21;Cierto
Grace;Camiseta;39;Falso
Hector;Calcetines;30;Falso
Eve;Zapatos;22;Falso
Diana;Camiseta;48;Falso
Jack;Pantalones;19;Falso
Eve;Gorra;39;Falso
Frank;Bufanda;28;Falso
Charlie;Gorra;43;Falso
Irene;Chaqueta;23;Falso
Grace;Camiseta;24;Falso
Eve;Pantalones;38;Falso
Jack;Camiseta;39;Falso
Frank;Pantalones;47;Falso
Eve;Gorra;32;Falso
Charlie;Pantalones;28;Falso
Charlie;Sombrero;14;Falso
Eve;Calcetines;9;Falso
Diana;Bufanda;29;Falso
Irene;Bufanda;13;Falso
Alice;Gorra;18;Cierto
Frank;Gorra;39;Falso
Irene;Chaqueta;31;Falso
Frank;Bufanda;30;Falso
Frank;Camiseta;48;Falso
